UI_SYSTEMCURSOR "System cursor"
INTRO_SPEECH_1	"I don't fear ghosts..."
answer_house_basementlight_how	"Change the bulb. You can remove the shattered bulb by using a cloth. You'll find a new bulb in the cupboard and a cloth in the kitchen."
objective_house_basementgrid	"Unscrew the grate in the cellar"
question_house_basementgrid_how	"How do I unscrew the grate?"
answer_house_basementgrid_how	"Solve the mini-game with the screws. To activate the mini-game, use the screwdriver on the grate. You'll find the screwdriver in the drawer in the cellar."
objective_house_bonzai	"Trim the bonsai to look as Natsumi remembers it"
question_house_bonzai_how	"How do I trim the bonsai?"
answer_house_bonzai_how	"When Natsumi has given you the drawing, copy it using the shears that are hanging in the cellar beneath the shelves."
question_house_bonzai_grip	"How do I fix the shears?"
answer_house_bonzai_grip	"Pick up the broken shears and the screw you find on the floor beside the open grate. Use the screw to fix the shears."
objective_japan_findbedroom	"Find the bridal suite"
question_japan_findbedroom_where	"Where do I find the bridal suite?"
answer_japan_findbedroom_where	"The bridal suite is on the other side of the patio. Slide the blind behind the Zen garden."
objective_japan_tiny	"Tidy up the bridal suite"
question_japan_tiny_how	"How do I tidy the bridal suite?"
answer_japan_tiny_how	"Natsumi's vision is inscribed on the bed. Arrange the sheets in order to see it. Every object in the room must be placed exactly as shown in her vision."
question_japan_tiny_encens	"How do I light the incense?"
answer_japan_tiny_encens	"Assemble the incense stand and stick and place them on the floor beside the bed. Light the incense with the torch."
question_japan_tiny_next	"What else do I need to reorganize?"
answer_japan_tiny_next	"The table and the utensils, the screen and the 3 parts of the kimono, the incense on the floor, the bonsai, and the pebbles on the small table. Don't forget to light the incense and the lamp above the bed, and place petals on the bed. The blind at the window must brush from side to side. The Bento box and the food must be combined in the inventory, and so must the incense stand and incense stick."
objective_japan_candlelamp	"Hang the lamp above the bed"
question_japan_candlelamp_where	"Where do I find the lamp to hang above the bed?"
answer_japan_candlelamp_where	"The lamp is hidden in a mini-game, on the bench beneath the cherry tree outside the palace. To activate the mini-game, light the torches on the path leading to the bench."
question_japan_candlelamp_lamps	"How do I light the three torches that lead to the bench?"
answer_japan_candlelamp_lamps	"Light the torches in the correct order."
objective_japan_torch	"Light the torch"
question_japan_torch_how	"How do I light the torch?"
answer_japan_torch_how	"First light the lamp on the patio. To do this, play the Zen garden mini-game."
objective_house_freemurray	"Free the last ghost on the first floor of the house"
question_house_freemurray_where	"Where do I find the last ghost on the first floor of the house?"
answer_house_freemurray_where	"The last ghost on the first floor of the house is in the dining room. Follow his instructions to gain his trust and free him."
objective_house_tinyboat	"Bring Murray the pirate's galleon back to its former glory"
question_house_tinyboat_how	"How do I bring the galleon back to its former glory?"
answer_house_tinyboat_how	"Place a vase to the right of the galleon to mirror the one on its left. The vase in question is in pieces on the floor of the dining room. First remove the framed photo."
objective_house_treasure	"Find the treasure hidden in the dining room and give it to Murray"
question_house_treasure_key	"How do I open the display cabinet?"
answer_house_treasure_key	"The key to the display cabinet is hidden under the rug in the dining room. Put out the fire to get it. To do so, fill a saucepan with water in the kitchen using the faucet."
question_house_treasure_firstdrawer	"How do I open the first drawer of the clock?"
answer_house_treasure_firstdrawer	"Set the time on the clock by pressing the buttons to move the hands. Match the time shown in the framed photo."
question_house_treasure_seconddrawer	"How do I open the second drawer of the clock?"
answer_house_treasure_seconddrawer	"Use the scrap of paper you found in the first drawer to play the mini-game in one of the books on the bookshelf. When you have solved the puzzle, you will see the time on the spire in the photo."
objective_house_repairboat	"Fix the galleon"
question_house_repairboat_how	"How do I fix the galleon?"
answer_house_repairboat_how	"Use the mast you found in the second drawer of the clock. Then play the mini-game hidden in the rear half of the boat."
objective_island_findchest	"Find Murray's chest"
question_island_findchest_map	"Where do I find the treasure map?"
answer_island_findchest_map	"A map is hidden at the bottom of a hole in the creek. To get the map from the hole, you must place the crab there when you have captured it on the beach. The crab can only be captured when it comes out of the sand."
question_island_findchest_howdig	"How do I dig?"
answer_island_findchest_howdig	"Use the treasure map in the sand on the beach to discover where the chest is buried. To dig you'll need a shovel."
objective_island_shovel	"Make a shovel"
question_island_shovel_how	"How do I make a shovel?"
answer_island_shovel_how	"The base of the shovel is buried in the sea beside the shipwreck, and the handle is in the creek beneath a bunch of branches. Play the branches mini-game to receive it. Assemble the two parts in the inventory, then reinforce the shovel with the rope found on the skeleton."
objective_island_key	"Get the key to the chest"
question_island_key_how	"How do I get the key?"
answer_island_key_how	"The key is in the clam in the sea. Take the twig nearby in the water and place it in the clam, then exchange the pearl for the key."
objective_island_pearl	"Take the pearl from the parrot"
question_island_pearl_where	"Where do I find the pearl?"
answer_island_pearl_where	"The parrot has the pearl. Drive it away from the creek. Take the reed hidden behind the skull and place the berry found on the beach inside it. You have devised a blowpipe that can be used on the parrot. Play the pearl mini-game to locate the pearl in the sand."
objective_inca_spear	"Find the guard's spear"
question_inca_spear_where	"Where do I find the guard's spear?"
answer_inca_spear_where	"The spear is made of 6 parts that must be collected beside the doorway to the temple. The spearhead is hidden in the block of cut stone. Play the cut stone mini-game to receive it."
objective_inca_enter	"Enter the temple"
question_inca_enter_how	"How do I enter the temple?"
answer_inca_enter_how	"Use the Kapangya statuette on the door and activate the ELEVATE power."
objective_inca_4artefacts	"Get the 4 great sorrows"
question_inca_4artefacts_where	"Where do I find the next great sorrow?"
answer_inca_4artefacts_where	"The 4 great sorrows are artifacts obtained when you repair the 4 frescos that illustrate the sacrifice ritual. There are 2 frescos in the first room, and two more in the second room in the pyramid. On each fresco you play a mini-game."
question_inca_4artefacts_light	"How do I light the staircase?"
answer_inca_4artefacts_light	"Use Kapangya on the statue with the red eyes. Activate the ILLUMINATE power."
question_inca_4artefacts_cross	"How do I cross the chasm?"
answer_inca_4artefacts_cross	"Use Kapangya on the unstable ceiling stone above the hole. Activate the TREMBLE power."
objective_inca_sacrifice	"Sacrifice Kapangya"
question_inca_sacrifice_god	"How do I provoke a sign from the Gods?"
answer_inca_sacrifice_god	"Use Kapangya on the sun. Activate the ECLIPSE power."
question_inca_sacrifice_how	"How do I sacrifice Kapangya?"
answer_inca_sacrifice_how	"Place the 4 great sorrows in their respective places on the priest's altar."
objective_house_wakeuppharaoh	"Wake up the Pharaoh"
question_house_wakeuppharaoh_how	"How do I wake up the Pharaoh?"
answer_house_wakeuppharaoh_how	"Position the 4 Canopic jars on the floor in front of the bath as indicated on the diagram in the Pharaoh's hands. Place the tiles in the same order following the different colors."
question_house_wakeuppharaoh_4canope	"Where do I find the 4 Canopic jars?"
answer_house_wakeuppharaoh_4canope	"The Canopic jars are in fact 4 bottles of perfume. There are fragments in the bathroom, in the first-aid drawer, and around the Pharaoh in the bath."
objective_egypt_entertomb	"Enter the Pharaoh's tomb"
question_egypt_entertomb_how	"How do I enter the Pharaoh's tomb?"
answer_egypt_entertomb_how	"Get the key to the tomb from the merchant outside by solving the mini-game."
question_egypt_entertomb_key	"How do I use the key?"
answer_egypt_entertomb_key	"Insert the key in the empty space where you see 5 symbols, in the room where the key is located. Solve the mini-game to activate the mechanism."
objective_egypt_laby	"Find your way through the labyrinth"
question_egypt_laby_how	"How do I find my way through the labyrinth?"
answer_egypt_laby_how	"The map of the labyrinth is displayed to the right of the door. It has 9 lines and 3 columns, and indicates which door to go through from each of the 9 rooms. The plan reads from bottom to top."
objective_egypt_boat	"Assemble the Pharaoh's boat"
question_egypt_boat_how	"How do I assemble the Pharaoh's boat?"
answer_egypt_boat_how	"Place the 9 statuettes collected in the 9 rooms of the labyrinth in their rightful places on the boat. Their places are shown in 2 illustrations on the wall above the boat. Both are sideways views of the boat."
question_egypt_boat_keyboat	"How do I open the room with the sarcophagus?"
answer_egypt_boat_keyboat	"You will obtain a key after assembling the Pharaoh's boat. Use it to unlock the door to the room with the sarcophagus."
objective_egypt_ritual	"Restore the purification ritual"
question_egypt_ritual_how	"How do I restore the purification ritual?"
answer_egypt_ritual_how	"The ritual will be restored by activating and resolving the mini-game hidden in the chest of the statue above the sarcophagus. To do so, position the 7 medallions of the Gods in their rightful places at the foot of the sarcophagus."
question_egypt_ritual_order	"In what order do I position the Gods?"
answer_egypt_ritual_order	"Follow the order of the 7 statues of the Gods that line the wall of the room with the sarcophagus, as you face them."
objective_house_bible	"Find the monk's bible"
question_house_bible_where	"Where do I find the monk's bible?"
answer_house_bible_where	"The monk's bible is underneath the bed in the bedroom. Ask Isaac to get it for you."
objective_house_expelroom2	"Drive the poltergeist out of the bedroom"
question_house_expelroom2_how	"How do I drive the poltergeist out?"
answer_house_expelroom2_how	"First repair the mirror to expel the poltergeist."
objective_house_repairmirror	"Repair the mirror"
question_house_repairmirror_where	"Where are the missing mirror fragments?"
answer_house_repairmirror_where	"There are other fragments in the bedroom besides the one the monk gives you. One is in the bed, another on the ceiling. Others are scattered about near the mirror."
question_house_repairmirror_how	"How do I repair the mirror?"
answer_house_repairmirror_how	"Gather up the 9 pieces and place them in their rightful places on the mirror."
objective_middleage_healabbot	"Cure the abbot"
question_middleage_healabbot_how	"How do I cure the abbot?"
answer_middleage_healabbot_how	"Mix together a cure with help from the prisoner in the underground cell. Follow her instructions, word for word."
objective_middleage_help	"Help the prisoner prepare a cure"
question_middleage_help_plate	"Where do I find a plate?"
answer_middleage_help_plate	"The plate is behind the dying abbot, left of the column."
question_middleage_help_pestle	"How do I make a pestle?"
answer_middleage_help_pestle	"Collect the piece of wood from the open ground, then shape it with the sickle. The sickle is on the stairs of the prison."
objective_middleage_plant	"Prepare the next plant the prisoner has asked for"
question_middleage_plant_nextpoppy	"What's this plant?"
answer_middleage_plant_nextpoppy	"Its bud is like a snake's head. It's a poppy, a red flower that grows outside the monastery."
question_middleage_plant_nextginkgo	"What's this plant?"
answer_middleage_plant_nextginkgo	"Its leaf is like a fan. It's a ginkgo, a large tree that grows outside the monastery."
question_middleage_plant_nextgarlic	"What's this plant?"
answer_middleage_plan_nextgarlic	"A white flower that is foul smelling. It's garlic, and grows outside the monastery at the foot of the oak tree."
question_middleage_plant_nextrue	"What's this plant?"
answer_middleage_plant_nextrue	"Death is its garden. It's a rue, a yellow flower that grows outside the monastery to the right of the tomb."
question_middleage_plant_flask	"How do I make a flask?"
answer_middleage_plant_flask	"Gather the 4 pieces of the flask at the abbot's feet, in the cloisters."
question_middleage_plant_how	"How do I prepare the cure?"
answer_middleage_plant_how	"Put the plate on the floor in front of the prisoner. Then follow the instructions by putting each plant on the plate. Use the pestle after adding each plant and solve each mini-game. When the cure is ready, give it to the prisoner, along with a flask and cap. Shape the cap from a piece of cork. Use the sickle on the oak to get some cork."
objective_house_atticdoor	"Open the door to the attic"
question_house_atticdoor_how	"How do I open the door?"
answer_house_atticdoor_how	"You must activate the pentagram and reverse it by using blessed water. Get the water from the monk in the bedroom."
question_house_atticdoor_pentagram	"How do I activate the pentagram?"
answer_house_atticdoor_pentagram	"Redraw the partially erased pentagram using the ochre chalk that Neferes the Egyptian ghost gave you."
objective_house_atticritual	"Finish the ritual"
question_house_atticritual_how	"How do I finish the ritual?"
answer_house_atticritual_how	"Place the pendant in the middle of the pentagram drawn on the floor. Solve the mini-game with the candles that surround the pendant."
objective_hell_escape	"Escape from Hell"
question_hell_escape_how	"How do I escape from Hell?"
answer_hell_escape_how	"Cross the River Styx. To do that, you must pay Charon, the ferryman."
question_hell_escape_richard	"Where's Richard, Seth's brother?"
answer_hell_escape_richard	"Richard is among the other souls in the Valley of Souls. You must free 3 before you can meet Richard."
question_hell_escape_soul	"How do I help the souls in distress?"
answer_hell_escape_soul	"The souls in distress each list three items they'd like to possess. Find the objects and give them to the souls. Each soul will tell you what they want."
objective_hell_styx	"Cross the Styx"
question_hell_styx_how	"How do I cross the River Styx?"
answer_hell_styx_how	"Find Richard, Seth's brother, in order to get a gold coin from Seth. Then give the gold coin to Charon, the ferryman."
DIARY_ZEPPELINS	"Since the beginning of the phenomenon, the situation across the world has worsened. The government is using repressive methods that I don't approve of. Haunted houses are sometimes set fire to! Many leave their homes behind - this is no solution to the problem. Much of the city is deserted."
DIARY_OUT	"The house in my dream really exists...

This morning I received a strange envelope. There was an address written on it, but it wasn't mine. Inside there was a key and the plan of a house. I went to the address indicated and yes, it was the house in my dream. Something beyond mere curiosity is compelling me to go inside and figure out this mystery..."

DIARY_HALL1	"I went inside...

In front of me was a strange person named Nathan. I think he must be one of the ghosts the newspapers spoke about. The ground shook and I was frightened. Isaac was too, and he ran upstairs. I heard Nathan speak - he seems to know me. He also seems to want to help me, but his intentions are unclear!"

DIARY_HALL2	"Nathan gave me a pendant and an assignment.

He says I have to free six ghosts. I have no idea what he means, only that he seems well informed. He knows who I am, or at least... what I am! I'm locked in - it's impossible to walk away now.

And anyhow, I want to know!"

DIARY_LIVING1	"I don't know what will happen to me, but it sure is strange to meet a ghost. I felt something indescribable. I know I can help the ghost of the Incan warrior I met. But how is the statuette so important? It seems I have to rebuild it to save him. I'll understand eventually. I know I can free him!"
DIARY_LIVING2	"I saved Yumanco! It was like a dream. He went through a sort of trial, beyond life on earth, and I was there with him, inhabiting him... a terrifying experience. I felt a limitless force, and was afraid that my own life had come to an end.
I'm exhausted but I'll get my strength back.
One of the gems on the pendent has activated..."

DIARY_NATHAN2	"Nathan has asked me to trust him, but does he want to help or hinder? Am I really held prisoner here as he says?

I've no idea who Nathan is. He's certainly not a ghost like Yumanco! 

I thought he was a member of the Fraternity but I'm having doubts."

DIARY_BASEMENT1	"Another soul - in the cellar. A Japanese lady who seems lost. How can it be that I feel her suffering?

She wants me to give her something. I'll look for it in the cellar.

The more progress I make, the more I feel drawn into the unknown..."

DIARY_BASEMENT2	"The soul of the Japanese lady, Natsumi, is free now.

I've discovered that I have newfound powers. I'm able to mediate beyond life on earth!

Nathan's telling the truth - I am different. And I'm afraid."

DIARY_DINING1	"The third ghost scolded me and was most unpleasant. But I quickly saw he was hiding a more sensitive side, as well as deep sorrow. He too needs to put things right.

I have to restore the model galleon display to its former glory. Perhaps with this broken vase!?"

DIARY_DINING2	"Did Samuel Murray really think I was a pirate? How funny! When I was a young girl I dreamed of becoming the captain of a pirate ship and sailing the seas! Perhaps in another life! Anyway, I'm happy to have helped the poor buccaneer."
DIARY_NATHAN3	"I no longer trust Nathan. All I did was ask him if he was part of the Fraternity, and he didn't answer. I thought he had been sent to guide me. Why the silence? 
I need to be on my guard until I know more!"

DIARY_BATHROOM1	"I managed to get upstairs and things have become complicated. The ghost in the bathroom is a Pharaoh, and seems to be in a deep sleep in the bath!

He's holding a parchment in his hands. I have to find a way to wake him."

DIARY_BATHROOM2	"The Pharaoh's ghost revealed to me why all these ghosts can't reach the afterlife. Now that he knows everything about his life, he can rest in peace. 

Truth liberates the soul!"

DIARY_NATHAN4	"Nathan sends shivers down my spine. He tells me he's helping me, and asks me to join him.

I sense danger, but I also feel my own strength.

I'm stronger than him, I can feel it.

And he knows it."

DIARY_ROOM1	"The monk in the bedroom can't pray without his Bible. Perhaps Isaac can help me?

There's another problem - I feel a curious presence here, in the mirror. It's not human, and I sense it's rather nasty..."

DIARY_POLTERGEIST	"The presence in the mirror is a poltergeist. Half ghost, half demon, it is wild and without purpose, its soul forever corrupt.

I seem to somehow have the power to drive poltergeists away."

DIARY_ROOM2	"Guilt poisons the soul. The monk died while his spirit was tortured by his errors. But now he rests in peace.

I see why forgiveness is so important in all religions."

DIARY_ATTICDOOR	"The door to the attic is closed. In my dream, the attic seemed to represent a great danger, but I know I must go inside.

I can make out a pentagram on the door - it's the wrong way round, like in black magic. Perhaps I have to reverse the ritual!?"

DIARY_ATTIC	"I know for certain that Nathan's trying to trap me. I still don't know his intentions and what exactly he wants from me.

He's been guiding me here all along. Even so, I can't abandon everything now."

ENVELOPE_PARVIS	"There is more to this world than meets the eye. Beyond reality there is where we dream, and beyond that, where we hope to live.

If you find this message then you have been dreaming. You have been summoned here to fulfil our hopes.

There will be no satisfactory end to the conflicts that some have instigated.

Are you the Key?

The Fraternity of Mediums"

ENVELOPE_CORRIDOR	"
The corridor linking the three worlds is blocked. Movement between them has been halted.
The dead are circulating among the living. The living pursue their lives aimlessly.
Our goal cannot be revealed, as the forces called upon do not belong to the living.
Using dreams to transport thoughts, the Fraternity of Mediums is seeking living beings capable of passing between worlds and putting time back into the hands of Chronos. 

(Are you capable? The road is a long one...)"

ENVELOPE_LIVINGROOM	"
Souls that are forbidden access to the afterlife exist in a state of severe suffering and interfere with the world of the living using supernatural means. Trapped, they exhaust energy vital to the living.

Only the energies contained within their earthly belongings can give them access to the afterlife. Gifted mediums can re-energize these belongings when they travel the corridors between life and afterlife."

ENVELOPE_BASEMENT	"
The higher world cannot welcome souls that have unresolved issues in their lives. Real light is impure if it is tainted with the shadows of darkness. 

Darkness resolves nothing.

Mortal - the light of your soul can enter the troubled thoughts of those that roam between life and death. Give them eternal purity so they reach the afterlife."

ENVELOPE_DININGROOM	"
Mediums communicate with the dead and know how to help them. Rare are those with the gift to accompany the souls on the road that leads them to the afterlife. A key will not suffice to cross that threshold - YOU must BE the Key.
The Fraternity of Mediums knows that the Key is among mortals. The search is not over until a mortal soul steps up."

ENVELOPE_FIRSTFLOOR	"
Beware of those that use sorcery. While it does enable you to reach the corridors between life and afterlife, sorcery is fueled by chaos and undermines the restoration of earthly balance. 
Long ago, one of our brothers lost his way in the darkness of sorcery, and we fought him and drove him out. 
Since then, the Fraternity is extremely vigilant in its search for the Key."

ENVELOPE_ATTIC	"

He that mislead his brothers and used witchcraft is disloyal and a traitor. He is no medium.
The door to the Kingdom of the Dead is closed to him forever. Never will he reach Thanatos.
Disloyal is the sorcerer that no-one can reach or bring down. He is neither fire nor ice, neither living nor dead, but his power is immense. He wishes to possess the Key, as only the Key has the power to reverse his wrongdoings."

